orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
6889,31-0646355,WEEC,Religion,Springfield,OH,2,473275,148924,762632,493395,72,9.82,70.9,-1.4,0.06,Religious Media and Broadcasting,"Music you love, teaching you trust",41.82,http://www.weec.org/,695312,0,-3.4,661816,31.99,0,1,67320,21.4,52993,762560,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6889,7.6,info@weec.org,0.95,2
9681,74-2244826,Weld Food Bank,Human Services,Greeley,CO,4,0,65635,8557573,7706782,409,21.88,96.2,5.5,0.02,"Food Banks, Food Pantries, and Food Distribution",Fighting hunger . . .together,61.50,http://www.weldfoodbank.org/,8010651,64479,2.5,3719718,39.62,0.80,3,546922,0.8,238234,8557164,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9681,2.9,info@weldfoodbank.org,0.46,4
4718,04-2103637,Wellesley College,Education,Wellesley,MA,3,0,14879850,272217046,201310414,143532848,11.21,90.1,-0.3,0.15,Private Liberal Arts Colleges,Providing an excellent liberal arts education for women who will make a difference in the world,47.72,http://www.wellesley.edu,223340797,435669,5.3,1862357199,36.51,0.19,1,48876249,6.6,7150533,128684198,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4718,3.2,ggonzale@wellesley.edu,0.28,2
12906,91-0567261,Wellspring Family Services,Human Services,Seattle,WA,4,0,1520748,17346266,10063471,14488,27.75,82.7,10.3,0.06,Children's and Family Services,Taking on the root causes of homelessness and instability,66.02,http://www.wellspringfs.org,12165443,124568,7.7,13625128,38.27,1.02,4,5180823,12.5,581224,17331778,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12906,4.7,lhochstein@wellspringfs.org,1.11,4
5321,39-1656073,WELS Kingdom Workers,Religion,Wauwatosa,WI,3,0,286213,1842438,2130225,112819,14.94,82.4,-15.9,0.13,Religious Activities,Building for Christ,50.62,http://www.welskingdomworkers.org,2584113,,3.4,1395493,35.67,,2,-741675,11.0,167675,1729619,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5321,6.4,kingwork@wkw.wels.net,0.54,3
6296,58-2147411,Wesleyan School,Education,Norcross,GA,3,0,1246375,19617218,20984053,1120328,23.67,93.1,0.0,0.17,Private Elementary and Secondary Schools,"Mind, spirit, body",60.48,http://www.wesleyanschool.org/,22536112,246912,26.9,83437759,36.81,1.09,4,-2918894,5.5,305684,18496890,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6296,1.3,mcole@wesleyanschool.org,3.61,4
4719,06-0646959,Wesleyan University,Education,Middletown,CT,3,0,16381529,197167000,198323371,4726000,30.00,87.9,13.0,0.27,Private Liberal Arts Colleges,Translating ideals into productive and innovative work that makes a positive difference in the world,63.79,,225619000,451054,12.3,572235000,33.79,0.19,4,-28452000,7.2,10914100,192441000,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4719,4.8,,1.86,4
9879,04-2105825,The West End House Boys & Girls Clubs of Allston-Brighton,Human Services,Allston,MA,4,0,248835,2271584,1731787,60203,30.00,81.4,25.7,0.06,"Youth Development, Shelter, and Crisis Services",A place for belonging . . .for more than 100 years,68.14,http://www.westendhouse.org/,2124960,114483,11.3,7804695,38.14,5.38,4,146624,11.7,144338,2211381,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9879,6.7,ahoward@wehbgc.org,3.67,4
5940,14-1260763,West Point Association of Graduates,Education,West Point,NY,2,0,2621441,32730406,18163445,7370189,24.71,73.8,1.9,0.16,"Universities, Graduate Schools, and Technological Institutes",The alumni association of the United States Military Academy,54.60,http://www.westpointaog.org,24597398,199578,9.0,162164553,29.88,0.81,4,8133008,10.6,3812512,25360217,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5940,15.4,DonorRelations@wpaog.org,3.27,3
8849,34-1244687,West Side Catholic Center,Human Services,Cleveland,OH,4,0,121411,3855011,2334620,376784,30.00,89.9,34.5,0.04,Social Services,Bringing hope to a city . . .one life at a time,68.99,http://www.wsccenter.org,2594375,85000,24.2,4913415,38.99,3.27,4,1260636,4.6,138343,3478227,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8849,5.3,sertle@wsccenter.org,1.51,4
10283,75-2057692,West Texas Food Bank,Human Services,Odessa,TX,3,11343,334980,11721565,10360138,12538,30.00,94.5,18.3,0.02,"Food Banks, Food Pantries, and Food Distribution",A West Texas without hunger,66.95,http://www.wtxfoodbank.org/,10958543,85860,20.2,3983734,36.95,0.78,4,763022,3.0,263425,11709027,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10283,2.4,,0.34,4
10873,86-0589516,West Valley Child Crisis Center,Human Services,Glendale,AZ,2,0,357019,2380978,3098548,246682,14.34,85.6,-13.0,0.24,Children's and Family Services,Hope at home,46.74,http://www.wvccc.org,3618004,106628,6.8,2850120,32.40,2.94,2,-1237026,9.8,162437,2134296,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10873,4.4,tblevins@wvccc.org,0.75,2
9587,55-0339426,West Virginia Symphony Orchestra,"Arts, Culture, Humanities",Charleston,WV,3,0,519859,4878725,2607460,91171,22.12,74.4,21.5,0.09,Performing Arts,Providing symphonic concerts throughout West Virginia,57.06,http://www.wvsymphony.org/,3501941,24984,4.3,1840735,34.94,0.71,3,1376784,14.8,374622,4787554,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9587,10.6,info@wvsymphony.org,0.52,3
7418,93-1010269,Western Environmental Law Center,Environment,Eugene,OR,3,0,241091,2198310,1836017,17439,25.00,80.2,8.6,0.15,Environmental Protection and Conservation,Defending the West,60.52,http://www.westernlaw.org,2287069,159965,10.7,1122755,35.52,6.99,4,-88759,10.5,209961,2180871,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7418,9.1,welc@westernlaw.org,0.49,4
9746,87-0447025,Western Folklife Center,"Arts, Culture, Humanities",Elko,NV,1,0,457730,2568447,1910888,248725,22.79,71.5,-0.9,0.21,Performing Arts,Enhancing the vitality of American life,49.94,http://www.westernfolklife.org,2671571,95508,10.2,5415465,27.15,3.57,4,-103124,17.1,302953,2319722,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9746,11.3,wfc@westernfolklife.org,1.42,2
5038,16-0834459,Western New York Public Broadcasting Association,"Arts, Culture, Humanities",Buffalo,NY,2,0,1665291,16094568,10975645,415169,15.06,65.5,1.0,0.27,Public Broadcasting and Media,"Programming that entertains, inspires, enlightens and educates our communities",45.89,http://www.wned.org,16738299,320948,2.7,15685936,30.83,1.91,2,-643731,9.9,4097363,15679399,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5038,24.4,membership@wned.org,0.93,2
4724,25-1053485,Western Pennsylvania Conservancy,Environment,Pittsburgh,PA,3,0,1098145,13267040,13740753,857495,26.38,86.9,2.6,0.10,"Botanical Gardens, Parks, and Nature Centers",Enriching your relationship with the natural world,62.58,http://www.paconserve.org,15797667,217999,10.1,76416191,36.19,1.37,4,-2530627,6.9,958769,12409545,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4724,6.0,development@paconserve.org,4.07,4
5167,25-0965608,Western Pennsylvania Humane Society,Animals,Pittsburgh,PA,3,0,420008,2469056,3487127,-221419,24.39,86.0,0.6,0.13,"Animal Rights, Welfare, and Services",Making our region a better place for people and their pets,60.31,http://www.wpahumane.org,4051810,75000,12.2,10723113,35.91,1.85,4,-1582754,10.3,144675,2690475,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5167,3.5,allison.sanders@wpahumane.org,2.53,4
4725,34-0714724,Western Reserve Historical Society,"Arts, Culture, Humanities",Cleveland,OH,1,0,1151615,5042703,3773166,2482236,7.50,69.3,-19.3,0.30,"Libraries, Historical Societies and Landmark Preservation",History. . .take it personally,34.43,http://www.wrhs.org,5439788,148992,-2.4,23455637,26.93,2.73,1,-397085,21.1,515007,2560467,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4725,9.4,pmatthews@wrhs.org,1.75,1
10844,84-1113831,Western Resource Advocates,Environment,Boulder,CO,4,0,141402,3969268,3339090,27322,24.69,90.2,0.9,0.05,Environmental Protection and Conservation,"Protecting the  West's land, air, and water",63.72,http://www.westernresourceadvocates.org/,3698034,141500,22.9,4067595,39.02,3.82,4,271234,3.8,217542,3941946,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10844,5.8,info@westernresources.org,1.09,4
6017,13-3468352,Western Wall Heritage Foundation,Public Benefit,New York,NY,4,0,194058,8763854,6579878,205088,30.00,93.3,21.1,0.03,Fundraising Organizations,Providing funding for the Western Wall,69.33,http://english.thekotel.org,7051072,110000,50.5,9529470,39.33,1.56,4,1712782,2.7,277136,8558766,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6017,3.9,thekotel@aol.com,1.35,4
4726,58-0566206,The Westminster Schools,Education,Atlanta,GA,3,0,7113472,28897749,42857484,-13553810,22.44,82.4,2.5,0.30,Private Elementary and Secondary Schools,Developing the whole person for college and for life,55.69,http://www.westminster.net,51957005,337570,6.1,248325927,33.24,0.64,3,-23059256,13.6,1986049,42451559,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4726,3.8,mainoffice@westminster.net,3.38,3
12818,25-1422682,Westmoreland County Food Bank,Human Services,Delmont,PA,4,0,130471,7963805,7121926,51070,21.65,95.4,9.0,0.02,"Food Banks, Food Pantries, and Food Distribution",Ending hunger here at home,61.19,http://www.westmorelandfoodbank.org,7462678,,1.6,2133135,39.54,,3,501127,1.7,210281,7912735,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12818,2.8,admin@westmorelandfoodbank.org,0.28,4
3780,53-0242992,WETA,"Arts, Culture, Humanities",Arlington,VA,4,0,926467,84797459,56341679,-1917306,21.23,83.2,7.3,0.12,Public Broadcasting and Media,Washington's source for compelling television and inspiring classical music,59.55,http://www.weta.org,67682033,400928,1.2,113210658,38.32,0.59,3,17115426,1.3,10413887,86714765,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3780,15.3,membership@weta.com,1.53,3
5273,36-3942451,The Wetlands Initiative,Environment,Chicago,IL,3,0,100189,1218686,1242616,56608,10.00,86.5,-20.1,0.08,Environmental Protection and Conservation,Dedicated to restoring the wetland resources of the Midwest,46.97,http://www.wetlands-initiative.org,1436109,117990,-11.8,3732676,36.97,8.21,1,-217423,6.9,93304,1162078,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5273,6.4,twi@wetlands-initiative.org,2.59,2
8364,56-1803808,WFAE,"Arts, Culture, Humanities",Charlotte,NC,2,0,417877,3558622,2276601,-273381,27.58,59.6,5.2,0.29,Public Broadcasting and Media,Your NPR news source,56.04,http://www.wfae.org,3817473,144960,8.6,4070222,28.46,3.79,4,-258851,10.9,1122995,3832003,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8364,29.4,membership@wfae.org,1.06,3
4728,04-2104397,WGBH Boston,"Arts, Culture, Humanities",Boston,MA,4,2443666,29520400,190879899,158965161,7293686,20.75,75.9,0.4,0.12,Public Broadcasting and Media,"Produced in Boston, shared with the world",58.35,,209173363,390500,6.5,335613957,37.59,0.18,3,-18293464,14.1,20687802,183586213,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4728,9.8,,1.47,3
5725,84-0404924,Wheat Ridge Ministries,Religion,Itasca,IL,1,0,499771,1003637,2280888,-1035728,16.97,68.5,-8.2,0.27,Religious Activities,Seeding new ministries of health and hope,39.79,http://www.wheatridge.org,3325096,126860,2.9,8316204,22.81,3.81,2,-2321459,15.0,544437,2039365,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5725,16.3,wrmail@wheatridge.org,1.87,1
4729,36-2182171,Wheaton College,Education,Wheaton,IL,3,0,14441851,65400150,103780820,-46818293,19.93,84.3,0.8,0.23,Private Liberal Arts Colleges,For Christ and His Kingdom,53.36,http://www.wheaton.edu,122973811,354385,5.3,426213591,33.43,0.28,3,-57573661,11.7,4751140,112218443,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4729,3.8,development@wheaton.edu,2.60,3
8753,94-3353881,Wheelchair Foundation,Human Services,Danville,CA,4,0,1739536,5871743,10158958,-662430,9.70,81.1,-17.7,0.09,Social Services,"Circling the globe with friendship, mobility, and hope",47.66,http://www.wheelchairfoundation.org,12517112,157028,4.7,4293285,37.96,1.25,1,-6645369,13.8,618618,6534173,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8753,4.9,info@wheelchairfoundation.org,0.34,2
7667,35-0888771,Wheeler Mission Ministries,Human Services,Indianapolis,IN,2,0,537088,8396681,5293031,128135,30.00,73.3,27.5,0.18,Homeless Services,Changing lives in central Indiana since 1893,59.83,http://www.wmm.org/,7220286,105904,19.8,10452584,29.83,1.46,4,1176395,7.4,1390167,8268546,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7667,19.2,stevekerr@wmm.org,1.44,3
10370,95-4581144,Wheels for Humanity,International,North Hollywood,CA,4,0,74275,3797235,3522538,144104,27.60,94.9,8.1,0.03,Humanitarian Relief Supplies,Give life without limits today,67.10,http://www.wheelsforhumanity.org,3708686,76244,7.6,2175978,39.49,2.05,4,88549,2.0,111873,3653131,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10370,3.0,info@ucpwfh.org,0.58,4
8394,52-2172075,The White House Project,Public Benefit,New York,NY,2,0,559211,2582827,2577303,363,12.50,71.1,-4.9,0.18,Advocacy and Civil Rights,"Add women, change everything",42.10,http://www.thewhitehouseproject.org,3624347,191475,20.0,735010,29.60,5.28,2,-1041520,15.4,487833,2582464,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8394,13.4,tdufu@thewhitehouseproject.org,0.20,2
9038,39-1415070,Whitetails Unlimited,Animals,Sturgeon Bay,WI,4,0,292249,4063824,3821381,1182789,7.50,88.6,-9.5,0.08,Wildlife Conservation,Working for an American tradition,46.36,http://www.whitetailsunlimited.com,4312178,118110,0.0,3330235,38.86,2.73,1,-248354,6.7,198548,2881035,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9038,4.6,membership@whitetailsunlimited.com,0.77,2
4731,52-1122122,Whitman-Walker Clinic,Health,Washington,DC,2,0,2739742,15277943,11465441,1701955,5.00,71.9,-14.2,0.16,"Diseases, Disorders, and Disciplines",Committed to ending the suffering of all those infected and affected by HIV/AIDS,33.81,http://www.wwc.org,15938510,193257,-10.6,4896153,28.81,1.21,1,-660567,17.1,1733327,13575988,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4731,10.8,development@wwc.org,0.30,1
4732,13-1789318,Whitney Museum of American Art,"Arts, Culture, Humanities",New York,NY,2,0,4721000,28104000,26337000,2374000,24.86,74.5,-2.3,0.19,Museums,"Collecting, exhibiting, preserving, researching and interpreting American art",57.32,http://www.whitney.org,35317000,636225,10.3,294914000,32.45,1.80,4,-7213000,13.3,4259000,25730000,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4732,12.0,memberinfo@whitney.org,3.67,3
5489,54-0843118,WHRO,"Arts, Culture, Humanities",Norfolk,VA,3,0,1581298,14511911,11445522,2086639,25.76,77.9,6.7,0.27,Public Broadcasting and Media,"Improving the civic, educational, and cultural life of the Hampton Roads community",61.05,http://www.whro.org,14676429,180180,5.7,15225090,35.29,1.22,4,-164518,10.7,1649609,12425272,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5489,11.2,info@whro.org,1.02,4
6004,13-2805575,WhyHunger aka World Hunger Year,Human Services,New York,NY,3,0,86427,2071281,1989760,353546,17.71,89.1,2.4,0.10,Multipurpose Human Service Organizations,Finding answers for hunger and poverty,54.13,http://www.whyhunger.org/,2230700,96592,9.0,389346,36.41,4.33,3,-159419,3.8,154513,1717735,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6004,6.9,development@whyhunger.org,0.17,3
4733,23-1438083,WHYY,"Arts, Culture, Humanities",Philadelphia,PA,2,0,2382604,25722478,20389460,908181,14.57,68.8,-3.7,0.32,Public Broadcasting and Media,"News when you need it, entertainment when you want it and education when it counts.",43.95,http://www.whyy.org,29628334,425702,7.0,18016053,29.38,1.43,2,-3905856,8.0,6856270,24814297,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4733,23.1,memberservices@whyy.org,0.51,2
7319,75-1779401,Wichita Falls Faith Mission,Human Services,Wichita Falls,TX,3,0,131042,901817,612991,48154,30.00,76.8,12.9,0.06,Homeless Services,From hurt to hope,65.18,,797841,58615,21.6,1125385,35.18,7.34,4,103976,16.4,53808,853663,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7319,6.7,,1.41,4
11212,20-0049703,Wikimedia Foundation,Public Benefit,San Francisco,CA,1,0,771029,8137235,3308546,49871,30.00,65.0,79.6,0.13,Research and Public Policy Institutions,Imagine a world in which every single human being can freely share in the sum of all knowledge,56.50,http://wikimediafoundation.org/,5083635,168700,82.5,8231767,26.50,3.31,4,3053600,15.1,1004060,8087364,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11212,19.7,donate@wikimedia.org,1.61,3
5160,23-7389749,The WILD Foundation,Animals,Boulder,CO,4,0,216072,4117777,3288010,-62834,27.50,89.9,38.3,0.03,Wildlife Conservation,"Working for wilderness, wildlife and people",66.49,http://www.wild.org,3655048,97850,36.1,1910049,38.99,2.67,4,462729,5.9,150966,4180611,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5160,4.1,info@wild.org,0.52,4
7993,94-3166095,The Wild Salmon Center,Animals,Portland,OR,4,0,508268,6608953,5913655,28163,22.90,85.5,2.6,0.07,Wildlife Conservation,Protecting globally significant salmon ecosystems,61.46,http://www.wildsalmoncenter.org/,6911096,154688,9.0,5362657,38.55,2.23,4,-302143,7.3,489173,6580790,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7993,7.0,info@wildsalmoncenter.org,0.77,4
12895,20-3644441,WildAid,Animals,San Francisco,CA,4,0,187689,2079021,1774730,3350,11.14,83.8,-8.4,0.07,Wildlife Conservation,Working to end the illegal wildlife trade within our lifetimes,49.53,http://www.wildaid.org,2116315,165000,6.1,678610,38.38,7.79,1,-37294,8.8,153896,2075671,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12895,7.2,info@wildaid.org,0.32,2
9542,51-0172331,WildCare,Animals,San Rafael,CA,1,0,109930,1655127,1393194,66947,27.50,73.2,7.4,0.28,Wildlife Conservation,Advocating for wildlife for a sustainable world,52.32,http://www.wildcaremarin.org,1901345,150000,22.3,1121927,24.82,7.88,4,-246218,5.7,398221,1588180,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9542,20.9,info@wildcarebayarea.org,0.57,3
10358,77-0536297,WiLDCOAST,Environment,Imperial Beach,CA,2,0,300791,2123534,682237,20225,22.92,63.7,25.7,0.04,Environmental Protection and Conservation,Protecting and preserving coastal ecosystems and wildlife in the Californias and Latin America,51.79,http://wildcoast.net,1070863,78298,2.9,2295658,28.87,7.31,4,1052671,28.0,87835,2103309,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10358,8.2,info@wildcoast.net,2.14,3
9974,85-0406306,WildEarth Guardians,Environment,Santa Fe,NM,4,0,89785,1924853,1508679,31449,25.00,87.0,29.0,0.07,Environmental Protection and Conservation,A force for nature,63.70,http://www.wildearthguardians.org,1732905,55478,36.2,1045323,38.70,3.20,4,191948,5.1,134441,1893404,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9974,7.7,info@wildearthguardians.org,0.47,4
5219,34-0943581,The Wilderness Center,Environment,Wilmot,OH,1,0,221647,991260,685042,609409,14.67,69.4,-13.2,0.36,"Botanical Gardens, Parks, and Nature Centers",Connecting our community with nature,39.12,,985715,74319,4.6,13096901,24.44,7.53,2,5545,22.4,79026,381851,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5219,8.0,,7.78,1
5782,93-0708637,Wilderness Inquiry,Education,Minneapolis,MN,4,0,60846,1841210,1737073,31936,27.50,94.4,6.8,0.04,Other Education Programs and Services,Making adventure travel accessible to everyone,66.94,http://www.wildernessinquiry.org,1839219,102000,10.6,1787987,39.44,5.54,4,1991,3.3,41300,1809274,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5782,2.2,info@wildernessinquiry.org,0.71,4
4735,53-0167933,The Wilderness Society,Environment,Washington,DC,2,0,1580664,29538454,22769771,-3058718,20.68,79.1,-3.0,0.13,Environmental Protection and Conservation,Protecting wilderness and inspiring Americans to care for our wild places,51.10,http://www.wilderness.org,28750328,302195,10.5,48796789,30.41,1.05,3,788126,5.4,4399893,32597172,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4735,15.3,member@tws.org,1.30,3
7726,16-1402497,Wildlands Network,Environment,Titusville,FL,3,0,101079,574784,553424,8796,15.02,75.3,-5.2,0.14,Environmental Protection and Conservation,Reconnecting nature in North America,47.56,http://wildlandsnetwork.org,734053,77000,7.5,423865,32.53,10.48,2,-159269,13.7,79550,565988,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7726,10.8,info@wildlandsnetwork.org,0.55,2
9885,72-1373006,WildLaw,Environment,Montgomery,AL,4,0,15827,576941,639462,6864,7.50,96.5,-9.7,0.01,Environmental Protection and Conservation,Defending the environment through education and litigation,47.15,http://www.wildlaw.org/,662582,120000,-2.8,483685,39.65,18.11,1,-85641,2.3,7293,570077,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9885,1.1,WildLaw@aol.com,0.73,2
6602,52-1934148,Wildlife Alliance,Animals,Washington,DC,3,0,1221001,9689563,5870628,53502,27.50,77.0,10.2,0.05,Wildlife Conservation,Direct protection to forests and wildlife,62.70,http://www.wildlifealliance.org/,7615470,78396,13.5,5535459,35.20,1.02,4,2074093,16.0,523841,9636061,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6602,6.8,info@wildlifealliance.org,0.72,4
7155,54-1215402,Wildlife Center of Virginia,Animals,Waynesboro,VA,4,0,78812,1124161,1031615,52316,7.50,87.9,-8.2,0.06,Wildlife Conservation,Teaching the world to care about and care for wildlife and the environment,46.09,http://www.wildlifecenter.org/,1173052,75000,-1.2,599011,38.59,6.39,1,-48891,6.7,62625,1071845,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7155,5.3,wildlife@wildlifecenter.org,0.51,2
11563,30-0108469,Wildlife Conservation Network,Animals,Los Altos,CA,4,0,115319,2496166,2045449,48433,27.50,92.0,14.1,0.02,Wildlife Conservation,The spirit of innovation in conservation,66.70,http://www.wildnet.org,2222186,0,11.5,1958123,39.20,0,4,273980,5.1,61418,2447733,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11563,2.7,donate@wildnet.org,0.88,4
4736,13-1740011,Wildlife Conservation Society,Animals,Bronx,NY,4,0,24227153,197345941,169262294,24002461,23.33,84.3,2.5,0.05,Zoos and Aquariums,Saving wildlife,61.76,http://www.wcs.org,200703546,779822,7.0,631569794,38.43,0.38,4,-3357605,12.0,7214099,173343480,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4736,3.5,developmentinfo@wcs.org,2.13,4
9081,84-1511730,The Wildlife Experience,"Arts, Culture, Humanities",Parker,CO,3,0,1801228,9699916,6815872,811483,25.00,76.2,-0.3,0.04,Museums,More than a museum,60.13,http://thewildlifeexperience.org/,8935468,141029,7.1,36577121,35.12,1.57,4,764448,20.1,318368,8888433,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9081,3.5,info@twexp.org,4.09,4
5270,36-3566121,Wildlife Forever,Animals,Brooklyn Center,MN,3,0,46486,1151830,1039853,12980,3.20,86.7,-3.3,0.11,Wildlife Conservation,Conserving America's wildlife heritage,38.88,http://www.wildlifeforever.org,1198997,144012,0.3,103585,35.67,12.01,1,-47167,3.8,112658,1138850,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5270,9.3,info@wildlifeforever.org,0.08,1
6233,52-1558579,Wildlife Habitat Council,Animals,Silver Spring,MD,4,0,220876,2706061,2568269,64222,22.43,91.8,6.6,0.00,Wildlife Conservation,Restoring and enhancing wildlife habitat,61.62,http://www.wildlifehc.org,2795325,138782,9.9,645933,39.18,4.96,3,-89264,7.9,6180,2641839,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6233,0.2,Whc@wildlifehc.org,0.23,4
7027,41-1588791,Wildlife Rehabilitation Center of Minnesota,Animals,Roseville,MN,2,0,36070,800441,548912,6570,17.83,78.4,25.8,0.14,Wildlife Conservation,"Providing quality medical care and rehabilitation for all injured, sick and orphaned wildlife",47.10,http://www.wrcmn.org,699628,64517,5.3,1222022,29.26,9.22,3,100813,5.1,114646,793871,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7027,16.3,pjenni@wrcmn.org,0.06,2
6350,74-2012897,Wildlife Rescue & Rehabilitation,Animals,Kendalia,TX,3,0,33885,1587999,1317043,133379,24.26,87.0,5.8,0.11,"Animal Rights, Welfare, and Services","To rescue, release and provide sanctuary with dignity",57.96,,1512746,68200,4.7,2570008,33.70,4.50,4,75253,2.2,161818,1454620,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6350,10.6,,1.69,3
5863,95-3190812,Wildlife WayStation,Animals,Sylmar,CA,2,0,190914,2773257,2058252,40187,8.09,75.5,1.8,0.17,"Animal Rights, Welfare, and Services",Healing - refuge - education,37.29,http://www.wildlifewaystation.org,2724966,70769,-15.0,378231,29.20,2.59,1,48291,7.0,475800,2733070,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5863,17.4,info@wildlifewaystation.org,0.13,1
10298,75-2712117,Wilkinson Center,Human Services,Dallas,TX,3,0,174386,2073652,1988098,24381,23.00,79.2,1.7,0.16,Social Services,Providing pathways out of poverty,55.92,,2508865,96352,18.8,2274317,32.92,3.84,4,-435213,6.9,346381,2049271,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10298,13.8,,0.90,3
10017,15-0533551,Will Rogers Institute,Public Benefit,Toluca Lake,CA,3,0,320348,4810640,5279915,-1023363,26.68,84.0,1.0,0.11,Fundraising Organizations,Education for today. Research for tomorrow.,60.08,http://www.wrinstitute.org/,6284690,281115,13.7,19216097,33.40,4.47,4,-1474050,5.0,684427,5834003,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10017,10.8,info@wrinstitute.org,3.05,4
5779,93-0577975,Willamette Humane Society,Animals,Salem,OR,1,0,149141,1408626,2138776,9810,10.84,76.4,-11.9,0.43,"Animal Rights, Welfare, and Services",Strengthening the bond between pets and people,34.16,,2798214,76705,0.8,3343434,23.32,2.74,1,-1389588,5.3,510297,1398816,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5779,18.2,,1.11,1
7670,54-0519589,William Byrd Community House,Human Services,Richmond,VA,3,0,262691,2064368,1632799,8299,25.00,79.1,15.9,0.08,Social Services,Creating pathways to success,62.32,http://www.wbch.org/,2064154,0,10.8,603732,37.32,0,4,214,12.7,168664,2056069,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7670,8.1,doffice@wbch.org,0.29,4
